currentclimyear,noflowdays,totaldays,annualfractionnoflow,zeroflowfirst,gage_ID
2014,0,365,0,NA,2302500
2015,0,366,0,NA,2302500
2016,0,365,0,NA,2302500
2017,3,365,0.00821917808219178,58,2302500
1980,199,365,0.5452054794520548,30,2303350
1981,142,365,0.38904109589041097,10,2303350
1982,44,365,0.12054794520547946,35,2303350
1983,51,366,0.13934426229508196,43,2303350
1984,236,365,0.6465753424657534,32,2303350
1985,129,365,0.35342465753424657,1,2303350
1986,56,365,0.15342465753424658,24,2303350
1987,16,366,0.04371584699453552,34,2303350
1988,18,365,0.049315068493150684,51,2303350
1989,100,365,0.273972602739726,6,2303350
1990,186,365,0.5095890410958904,19,2303350
1991,153,366,0.4180327868852459,40,2303350
1992,116,365,0.3178082191780822,1,2303350
1993,134,365,0.36712328767123287,45,2303350
1994,49,365,0.13424657534246576,9,2303350
1995,43,366,0.11748633879781421,24,2303350
1996,70,365,0.1917808219178082,49,2303350
1997,46,365,0.12602739726027398,1,2303350
1998,148,365,0.4054794520547945,26,2303350
1999,160,366,0.4371584699453552,1,2303350
2000,275,365,0.7534246575342466,1,2303350
2001,134,365,0.36712328767123287,9,2303350
2002,65,365,0.1780821917808219,1,2303350
2003,15,366,0.040983606557377046,49,2303350
2004,38,365,0.10410958904109589,31,2303350
2005,39,365,0.10684931506849316,18,2303350
2006,156,365,0.4273972602739726,1,2303350
2007,149,366,0.40710382513661203,1,2303350
2008,268,365,0.7342465753424657,36,2303350
2009,73,365,0.2,1,2303350
2010,99,365,0.27123287671232876,200,2303350
2011,105,366,0.28688524590163933,26,2303350
2012,141,365,0.3863013698630137,1,2303350
2013,64,365,0.17534246575342466,1,2303350
2014,0,365,0,NA,2303350
2015,45,366,0.12295081967213115,41,2303350
2016,75,365,0.2054794520547945,59,2303350
2017,92,365,0.25205479452054796,1,2303350
1980,168,365,0.4602739726027397,70,2303400
1981,221,365,0.6054794520547945,1,2303400
1982,15,365,0.0410958904109589,39,2303400
1983,0,366,0,NA,2303400
1984,100,365,0.273972602739726,266,2303400
1985,84,365,0.23013698630136986,1,2303400
1986,56,365,0.15342465753424658,45,2303400
1987,0,366,0,NA,2303400
1988,93,365,0.2547945205479452,39,2303400
1989,151,365,0.4136986301369863,32,2303400
1990,348,365,0.9534246575342465,1,2303400
1991,246,366,0.6721311475409836,1,2303400
1992,297,365,0.8136986301369863,1,2303400
1993,331,365,0.9068493150684932,35,2303400
1994,277,365,0.7589041095890411,1,2303400
1995,156,366,0.4262295081967213,1,2303400
1996,198,365,0.5424657534246575,46,2303400
1997,181,365,0.4958904109589041,1,2303400
1998,66,365,0.18082191780821918,60,2303400
1999,191,285,0.6701754385964912,1,2303400
2000,182,182,1,184,2303400
2001,300,365,0.821917808219178,1,2303400
2002,114,365,0.31232876712328766,1,2303400
2003,0,366,0,NA,2303400
2004,35,365,0.0958904109589041,40,2303400
2005,6,365,0.01643835616438356,58,2303400
2006,365,365,1,1,2303400
2007,366,366,1,1,2303400
2008,365,365,1,1,2303400
2009,352,365,0.9643835616438357,1,2303400
2010,278,365,0.7616438356164383,53,2303400
2011,242,366,0.6612021857923497,38,2303400
2012,114,365,0.31232876712328766,1,2303400
2013,66,365,0.18082191780821918,1,2303400
2014,0,365,0,NA,2303400
2015,0,366,0,NA,2303400
2016,72,365,0.19726027397260273,293,2303400
2017,151,365,0.4136986301369863,1,2303400
1980,56,365,0.15342465753424658,50,2303420
1981,118,365,0.3232876712328767,21,2303420
1982,12,365,0.03287671232876712,41,2303420
1983,0,366,0,NA,2303420
1984,64,365,0.17534246575342466,43,2303420
1985,82,365,0.22465753424657534,1,2303420
1986,42,365,0.11506849315068493,32,2303420
1987,0,366,0,NA,2303420
1988,92,365,0.25205479452054796,37,2303420
1989,67,365,0.18356164383561643,22,2303420
1990,136,365,0.3726027397260274,12,2303420
1991,24,366,0.06557377049180328,42,2303420
1992,103,365,0.2821917808219178,1,2303420
1993,243,365,0.6657534246575343,42,2303420
1994,91,365,0.2493150684931507,1,2303420
1995,44,366,0.12021857923497267,36,2303420
1996,23,365,0.06301369863013699,67,2303420
1997,48,365,0.13150684931506848,1,2303420
1998,43,365,0.1178082191780822,62,2303420
1999,103,366,0.2814207650273224,1,2303420
2000,213,365,0.5835616438356165,1,2303420
2001,81,365,0.2219178082191781,12,2303420
2002,43,365,0.1178082191780822,36,2303420
2003,0,366,0,NA,2303420
2004,1,365,0.0027397260273972603,72,2303420
2005,0,365,0,NA,2303420
2006,137,365,0.37534246575342467,19,2303420
2007,122,366,0.3333333333333333,1,2303420
2008,233,365,0.6383561643835617,35,2303420
2009,59,364,0.1620879120879121,1,2303420
2010,43,365,0.1178082191780822,233,2303420
2011,67,366,0.1830601092896175,53,2303420
2012,59,365,0.16164383561643836,4,2303420
2013,56,365,0.15342465753424658,3,2303420
2014,0,365,0,NA,2303420
2015,16,366,0.04371584699453552,92,2303420
2016,12,365,0.03287671232876712,354,2303420
2017,75,365,0.2054794520547945,1,2303420
1980,49,365,0.13424657534246576,70,2303800
1981,42,365,0.11506849315068493,20,2303800
1982,7,365,0.019178082191780823,46,2303800
1983,4,366,0.01092896174863388,56,2303800
1984,52,365,0.14246575342465753,46,2303800
1985,100,365,0.273972602739726,1,2303800
1986,43,365,0.1178082191780822,35,2303800
1987,0,366,0,NA,2303800
1988,88,365,0.2410958904109589,39,2303800
1989,63,365,0.1726027397260274,20,2303800
1990,102,365,0.27945205479452057,21,2303800
1991,62,366,0.16939890710382513,226,2303800
1992,88,365,0.2410958904109589,1,2303800
1993,95,365,0.2602739726027397,58,2303800
1994,86,365,0.2356164383561644,1,2303800
1995,31,366,0.08469945355191257,37,2303800
1996,18,365,0.049315068493150684,344,2303800
1997,66,365,0.18082191780821918,1,2303800
1998,30,365,0.0821917808219178,48,2303800
1999,96,366,0.26229508196721313,3,2303800
2000,276,365,0.7561643835616438,1,2303800
2001,104,365,0.28493150684931506,3,2303800
2002,80,365,0.2191780821917808,10,2303800
2003,0,366,0,NA,2303800
2004,26,365,0.07123287671232877,45,2303800
2005,3,365,0.00821917808219178,60,2303800
2006,108,365,0.2958904109589041,1,2303800
2007,87,366,0.23770491803278687,1,2303800
2008,214,365,0.5863013698630137,45,2303800
2009,85,365,0.2328767123287671,1,2303800
2010,64,365,0.17534246575342466,228,2303800
2011,36,366,0.09836065573770492,50,2303800
2012,61,365,0.16712328767123288,1,2303800
2013,55,365,0.1506849315068493,2,2303800
2014,0,365,0,NA,2303800
2015,0,366,0,NA,2303800
2016,17,365,0.04657534246575343,46,2303800
2017,71,365,0.19452054794520549,1,2303800
1980,0,365,0,NA,2304500
1981,0,365,0,NA,2304500
1982,0,365,0,NA,2304500
1983,0,366,0,NA,2304500
1984,19,365,0.052054794520547946,276,2304500
1985,91,365,0.2493150684931507,30,2304500
1986,28,365,0.07671232876712329,21,2304500
1987,0,366,0,NA,2304500
1988,0,365,0,NA,2304500
1989,0,365,0,NA,2304500
1990,0,365,0,NA,2304500
1991,122,366,0.3333333333333333,245,2304500
1992,89,365,0.24383561643835616,1,2304500
1993,46,365,0.12602739726027398,46,2304500
1994,0,365,0,NA,2304500
1995,0,366,0,NA,2304500
1996,0,365,0,NA,2304500
1997,0,365,0,NA,2304500
1998,0,365,0,NA,2304500
1999,0,366,0,NA,2304500
2000,0,365,0,NA,2304500
2001,149,365,0.40821917808219177,194,2304500
2002,94,365,0.25753424657534246,1,2304500
2003,17,366,0.04644808743169399,256,2304500
2004,64,365,0.17534246575342466,5,2304500
2005,83,365,0.2273972602739726,15,2304500
2006,319,365,0.873972602739726,1,2304500
2007,204,366,0.5573770491803278,1,2304500
2008,281,365,0.7698630136986301,29,2304500
2009,139,365,0.38082191780821917,1,2304500
2010,158,365,0.4328767123287671,57,2304500
2011,185,366,0.505464480874317,31,2304500
2012,167,365,0.4575342465753425,1,2304500
2013,109,364,0.29945054945054944,1,2304500
2014,1,357,0.0028011204481792717,58,2304500
2015,30,339,0.08849557522123894,39,2304500
2016,172,354,0.4858757062146893,24,2304500
2017,153,360,0.425,1,2304500
1980,0,365,0,NA,2306500
1981,0,365,0,NA,2306500
1982,0,365,0,NA,2306500
1983,0,366,0,NA,2306500
1984,0,365,0,NA,2306500
1985,0,365,0,NA,2306500
1986,0,365,0,NA,2306500
1987,0,366,0,NA,2306500
1988,0,365,0,NA,2306500
1989,0,365,0,NA,2306500
1990,0,365,0,NA,2306500
1991,0,366,0,NA,2306500
1992,38,365,0.10410958904109589,5,2306500
1993,17,365,0.04657534246575343,54,2306500
1994,14,365,0.038356164383561646,54,2306500
1995,22,366,0.060109289617486336,41,2306500
1996,0,365,0,NA,2306500
1997,6,365,0.01643835616438356,1,2306500
1998,0,365,0,NA,2306500
1999,70,366,0.1912568306010929,13,2306500
2000,119,365,0.32602739726027397,1,2306500
2001,53,365,0.14520547945205478,24,2306500
2002,15,365,0.0410958904109589,41,2306500
2003,0,366,0,NA,2306500
2004,0,365,0,NA,2306500
2005,0,365,0,NA,2306500
2006,34,365,0.09315068493150686,23,2306500
2007,29,366,0.07923497267759563,29,2306500
2008,38,365,0.10410958904109589,38,2306500
2009,24,365,0.06575342465753424,9,2306500
2010,13,365,0.03561643835616438,13,2306500
2011,14,366,0.03825136612021858,77,2306500
2012,3,365,0.00821917808219178,56,2306500
2013,3,365,0.00821917808219178,27,2306500
2014,0,365,0,NA,2306500
2015,17,366,0.04644808743169399,250,2306500
2016,15,365,0.0410958904109589,30,2306500
2017,1,365,0.0027397260273972603,48,2306500
1985,0,182,0,NA,2306647
1986,0,365,0,NA,2306647
1987,0,366,0,NA,2306647
1988,0,365,0,NA,2306647
1989,0,365,0,NA,2306647
1990,0,365,0,NA,2306647
1991,0,366,0,NA,2306647
1992,0,365,0,NA,2306647
1993,0,365,0,NA,2306647
1994,0,365,0,NA,2306647
1995,0,366,0,NA,2306647
1996,0,365,0,NA,2306647
1997,0,365,0,NA,2306647
1998,0,365,0,NA,2306647
1999,7,366,0.01912568306010929,249,2306647
2000,45,365,0.1232876712328767,29,2306647
2001,42,365,0.11506849315068493,40,2306647
2002,0,365,0,NA,2306647
2003,0,366,0,NA,2306647
2004,0,365,0,NA,2306647
2005,0,365,0,NA,2306647
2006,0,365,0,NA,2306647
2007,0,366,0,NA,2306647
2008,0,365,0,NA,2306647
2009,0,365,0,NA,2306647
2010,0,365,0,NA,2306647
2011,0,366,0,NA,2306647
2012,0,365,0,NA,2306647
2013,0,365,0,NA,2306647
2014,0,365,0,NA,2306647
2015,20,366,0.0546448087431694,1,2306647
2016,19,364,0.0521978021978022,253,2306647
2017,0,365,0,NA,2306647
1985,0,182,0,NA,2306774
1986,0,365,0,NA,2306774
1987,0,366,0,NA,2306774
1988,0,365,0,NA,2306774
1989,0,365,0,NA,2306774
1990,37,365,0.10136986301369863,23,2306774
1991,0,366,0,NA,2306774
1992,75,365,0.2054794520547945,36,2306774
1993,153,365,0.4191780821917808,49,2306774
1994,92,365,0.25205479452054796,1,2306774
1995,0,366,0,NA,2306774
1996,0,365,0,NA,2306774
1997,0,365,0,NA,2306774
1998,0,365,0,NA,2306774
1999,0,366,0,NA,2306774
2000,45,365,0.1232876712328767,35,2306774
2001,64,365,0.17534246575342466,29,2306774
2002,54,365,0.14794520547945206,26,2306774
2003,0,366,0,NA,2306774
2004,0,365,0,NA,2306774
2005,0,365,0,NA,2306774
2006,0,365,0,NA,2306774
2007,0,366,0,NA,2306774
2008,10,365,0.0273972602739726,61,2306774
2009,29,365,0.07945205479452055,23,2306774
2010,0,365,0,NA,2306774
2011,0,366,0,NA,2306774
2012,0,365,0,NA,2306774
2013,0,365,0,NA,2306774
2014,0,365,0,NA,2306774
2015,0,366,0,NA,2306774
2016,0,365,0,NA,2306774
2017,0,365,0,NA,2306774
1980,0,365,0,NA,2307000
1981,0,365,0,NA,2307000
1982,0,365,0,NA,2307000
1983,0,366,0,NA,2307000
1984,0,365,0,NA,2307000
1985,0,365,0,NA,2307000
1986,0,365,0,NA,2307000
1987,0,366,0,NA,2307000
1988,0,365,0,NA,2307000
1989,0,365,0,NA,2307000
1990,0,365,0,NA,2307000
1991,0,366,0,NA,2307000
1992,0,365,0,NA,2307000
1993,0,365,0,NA,2307000
1994,0,365,0,NA,2307000
1995,0,366,0,NA,2307000
1996,0,365,0,NA,2307000
1997,0,365,0,NA,2307000
1998,6,365,0.01643835616438356,339,2307000
1999,32,366,0.08743169398907104,1,2307000
2000,45,365,0.1232876712328767,9,2307000
2001,18,365,0.049315068493150684,22,2307000
2002,0,365,0,NA,2307000
2003,0,366,0,NA,2307000
2004,0,365,0,NA,2307000
2005,0,365,0,NA,2307000
2006,0,365,0,NA,2307000
2007,0,366,0,NA,2307000
2008,7,365,0.019178082191780823,66,2307000
2009,0,365,0,NA,2307000
2010,0,365,0,NA,2307000
2011,0,366,0,NA,2307000
2012,0,365,0,NA,2307000
2013,0,365,0,NA,2307000
2014,0,365,0,NA,2307000
2015,5,366,0.01366120218579235,37,2307000
2016,0,365,0,NA,2307000
2017,5,365,0.0136986301369863,47,2307000
1980,55,365,0.1506849315068493,66,2307359
1981,131,365,0.3589041095890411,13,2307359
1982,22,365,0.06027397260273973,45,2307359
1983,10,366,0.0273224043715847,54,2307359
1984,75,365,0.2054794520547945,49,2307359
1985,89,365,0.24383561643835616,1,2307359
1986,13,365,0.03561643835616438,59,2307359
1987,0,366,0,NA,2307359
1988,64,365,0.17534246575342466,29,2307359
1989,82,365,0.22465753424657534,7,2307359
1990,140,365,0.3835616438356164,13,2307359
1991,98,366,0.2677595628415301,41,2307359
1992,95,365,0.2602739726027397,1,2307359
1993,79,365,0.21643835616438356,45,2307359
1994,88,365,0.2410958904109589,1,2307359
1995,53,366,0.1448087431693989,36,2307359
1996,28,365,0.07671232876712329,66,2307359
1997,101,365,0.27671232876712326,1,2307359
1998,45,365,0.1232876712328767,50,2307359
1999,148,366,0.40437158469945356,5,2307359
2000,236,365,0.6465753424657534,1,2307359
2001,137,365,0.37534246575342467,17,2307359
2002,70,365,0.1917808219178082,1,2307359
2003,20,366,0.0546448087431694,58,2307359
2004,21,365,0.057534246575342465,49,2307359
2005,4,365,0.010958904109589041,57,2307359
2006,89,365,0.24383561643835616,12,2307359
2007,170,366,0.4644808743169399,1,2307359
2008,157,365,0.4301369863013699,26,2307359
2009,72,365,0.19726027397260273,1,2307359
2010,81,365,0.2219178082191781,203,2307359
2011,60,366,0.16393442622950818,48,2307359
2012,69,365,0.18904109589041096,1,2307359
2013,34,365,0.09315068493150686,16,2307359
2014,13,365,0.03561643835616438,52,2307359
2015,1,366,0.00273224043715847,41,2307359
2016,146,364,0.4010989010989011,31,2307359
2017,75,365,0.2054794520547945,1,2307359
1980,204,365,0.5589041095890411,31,2309848
1981,184,365,0.5041095890410959,6,2309848
1982,106,365,0.29041095890410956,8,2309848
1983,113,366,0.3087431693989071,39,2309848
1984,272,365,0.7452054794520548,25,2309848
1985,154,365,0.42191780821917807,1,2309848
1986,109,365,0.29863013698630136,8,2309848
1987,111,366,0.30327868852459017,29,2309848
1988,171,365,0.4684931506849315,6,2309848
1989,191,365,0.5232876712328767,1,2309848
1990,273,365,0.7479452054794521,1,2309848
1991,201,366,0.5491803278688525,11,2309848
1992,157,365,0.4301369863013699,1,2309848
1993,287,365,0.7863013698630137,25,2309848
1994,179,365,0.4904109589041096,1,2309848
1995,137,366,0.3743169398907104,3,2309848
1996,229,365,0.6273972602739726,21,2309848
1997,170,365,0.4657534246575342,1,2309848
1998,164,365,0.44931506849315067,19,2309848
1999,303,366,0.8278688524590164,1,2309848
2000,293,365,0.8027397260273973,1,2309848
2001,236,365,0.6465753424657534,1,2309848
2002,77,365,0.21095890410958903,2,2309848
2003,39,366,0.10655737704918032,15,2309848
2004,51,365,0.13972602739726028,4,2309848
2005,86,365,0.2356164383561644,6,2309848
2006,84,365,0.23013698630136986,1,2309848
2007,135,366,0.36885245901639346,1,2309848
2008,149,365,0.40821917808219177,24,2309848
2009,67,365,0.18356164383561643,1,2309848
2010,82,365,0.22465753424657534,200,2309848
2011,124,366,0.33879781420765026,50,2309848
2012,138,365,0.3780821917808219,1,2309848
2013,59,365,0.16164383561643836,1,2309848
2014,8,365,0.021917808219178082,52,2309848
2015,87,366,0.23770491803278687,39,2309848
2016,133,365,0.3643835616438356,30,2309848
2017,176,365,0.4821917808219178,1,2309848
1980,85,365,0.2328767123287671,201,2310947
1981,112,365,0.30684931506849317,21,2310947
1982,2,183,0.01092896174863388,52,2310947
1983,0,183,0,NA,2310947
1984,0,365,0,NA,2310947
1985,49,365,0.13424657534246576,21,2310947
1986,5,365,0.0136986301369863,57,2310947
1987,0,366,0,NA,2310947
1988,0,365,0,NA,2310947
1989,14,365,0.038356164383561646,75,2310947
1990,58,365,0.1589041095890411,36,2310947
1991,38,366,0.10382513661202186,260,2310947
1992,62,365,0.16986301369863013,11,2310947
1993,31,365,0.08493150684931507,81,2310947
1994,78,365,0.2136986301369863,1,2310947
1995,7,366,0.01912568306010929,58,2310947
1996,1,365,0.0027397260273972603,365,2310947
1997,60,365,0.1643835616438356,1,2310947
1998,124,365,0.33972602739726027,54,2310947
1999,145,366,0.39617486338797814,1,2310947
2000,364,365,0.9972602739726028,1,2310947
2001,122,365,0.33424657534246577,1,2310947
2002,68,365,0.1863013698630137,19,2310947
2003,0,366,0,NA,2310947
2004,14,365,0.038356164383561646,54,2310947
2005,7,365,0.019178082191780823,54,2310947
2006,118,365,0.3232876712328767,8,2310947
2007,121,366,0.33060109289617484,1,2310947
2008,146,365,0.4,56,2310947
2009,51,365,0.13972602739726028,1,2310947
2010,0,365,0,NA,2310947
2011,13,366,0.03551912568306011,354,2310947
2012,65,365,0.1780821917808219,1,2310947
2013,25,365,0.0684931506849315,16,2310947
2014,0,365,0,NA,2310947
2015,0,366,0,NA,2310947
2016,0,365,0,NA,2310947
2017,62,365,0.16986301369863013,8,2310947
1983,0,183,0,NA,2311500
1984,0,365,0,NA,2311500
1985,30,365,0.0821917808219178,49,2311500
1986,0,365,0,NA,2311500
1987,0,366,0,NA,2311500
1988,0,365,0,NA,2311500
1989,0,365,0,NA,2311500
1990,32,365,0.08767123287671233,53,2311500
1991,0,366,0,NA,2311500
1992,47,365,0.12876712328767123,52,2311500
1993,0,365,0,NA,2311500
1994,31,365,0.08493150684931507,41,2311500
1995,0,366,0,NA,2311500
1996,0,365,0,NA,2311500
1997,11,365,0.030136986301369864,10,2311500
1998,0,365,0,NA,2311500
1999,85,366,0.23224043715846995,27,2311500
2000,365,365,1,1,2311500
2001,131,365,0.3589041095890411,1,2311500
2002,46,365,0.12602739726027398,36,2311500
2003,0,366,0,NA,2311500
2004,0,365,0,NA,2311500
2005,0,365,0,NA,2311500
2006,19,365,0.052054794520547946,58,2311500
2007,140,366,0.3825136612021858,1,2311500
2008,128,365,0.3506849315068493,67,2311500
2009,55,365,0.1506849315068493,1,2311500
2010,0,365,0,NA,2311500
2011,0,366,0,NA,2311500
2012,53,365,0.14520547945205478,10,2311500
2013,19,365,0.052054794520547946,45,2311500
2014,0,365,0,NA,2311500
2015,0,366,0,NA,2311500
2016,0,365,0,NA,2311500
2017,32,365,0.08767123287671233,27,2311500
1980,0,365,0,NA,2312200
1981,74,365,0.20273972602739726,42,2312200
1982,0,365,0,NA,2312200
1983,0,366,0,NA,2312200
1984,40,365,0.1095890410958904,326,2312200
1985,85,365,0.2328767123287671,1,2312200
1986,0,365,0,NA,2312200
1987,0,366,0,NA,2312200
1988,0,365,0,NA,2312200
1989,0,365,0,NA,2312200
1990,21,365,0.057534246575342465,81,2312200
1991,0,366,0,NA,2312200
1992,103,365,0.2821917808219178,34,2312200
1993,0,365,0,NA,2312200
1994,6,365,0.01643835616438356,56,2312200
1995,0,366,0,NA,2312200
1996,0,365,0,NA,2312200
1997,55,365,0.1506849315068493,120,2312200
1998,0,365,0,NA,2312200
1999,37,366,0.10109289617486339,330,2312200
2000,200,365,0.547945205479452,1,2312200
2001,105,365,0.2876712328767123,21,2312200
2002,43,365,0.1178082191780822,40,2312200
2003,0,366,0,NA,2312200
2004,0,365,0,NA,2312200
2005,0,365,0,NA,2312200
2006,172,365,0.4712328767123288,133,2312200
2007,112,366,0.30601092896174864,1,2312200
2008,112,365,0.30684931506849317,55,2312200
2009,52,365,0.14246575342465753,1,2312200
2010,117,365,0.32054794520547947,210,2312200
2011,262,366,0.7158469945355191,72,2312200
2012,84,365,0.23013698630136986,1,2312200
2013,21,365,0.057534246575342465,29,2312200
2014,0,365,0,NA,2312200
2015,0,366,0,NA,2312200
2016,92,365,0.25205479452054796,112,2312200
2017,116,365,0.3178082191780822,1,2312200
1980,0,365,0,NA,2312500
1981,0,365,0,NA,2312500
1982,0,365,0,NA,2312500
1983,0,366,0,NA,2312500
1984,0,365,0,NA,2312500
1985,0,365,0,NA,2312500
1986,0,365,0,NA,2312500
1987,0,366,0,NA,2312500
1988,0,365,0,NA,2312500
1989,0,365,0,NA,2312500
1990,0,365,0,NA,2312500
1991,0,366,0,NA,2312500
1992,0,365,0,NA,2312500
1993,0,365,0,NA,2312500
1994,0,365,0,NA,2312500
1995,0,366,0,NA,2312500
1996,0,365,0,NA,2312500
1997,0,365,0,NA,2312500
1998,0,365,0,NA,2312500
1999,0,366,0,NA,2312500
2000,46,365,0.12602739726027398,49,2312500
2001,118,365,0.3232876712328767,11,2312500
2002,0,365,0,NA,2312500
2003,0,366,0,NA,2312500
2004,0,365,0,NA,2312500
2005,0,365,0,NA,2312500
2006,0,365,0,NA,2312500
2007,43,366,0.11748633879781421,71,2312500
2008,9,365,0.024657534246575342,357,2312500
2009,59,365,0.16164383561643836,1,2312500
2010,0,365,0,NA,2312500
2011,0,366,0,NA,2312500
2012,62,365,0.16986301369863013,4,2312500
2013,0,365,0,NA,2312500
2014,0,365,0,NA,2312500
2015,0,366,0,NA,2312500
2016,0,365,0,NA,2312500
2017,0,365,0,NA,2312500
1983,0,183,0,NA,2312600
1984,0,365,0,NA,2312600
1985,0,365,0,NA,2312600
1986,0,365,0,NA,2312600
1987,0,366,0,NA,2312600
1988,0,365,0,NA,2312600
1989,0,365,0,NA,2312600
1990,0,365,0,NA,2312600
1991,0,366,0,NA,2312600
1992,32,365,0.08767123287671233,99,2312600
1993,0,365,0,NA,2312600
1994,0,365,0,NA,2312600
1995,0,366,0,NA,2312600
1996,0,365,0,NA,2312600
1997,0,365,0,NA,2312600
1998,0,365,0,NA,2312600
1999,0,366,0,NA,2312600
2000,322,365,0.8821917808219178,3,2312600
2001,122,365,0.33424657534246577,1,2312600
2002,66,365,0.18082191780821918,21,2312600
2003,0,366,0,NA,2312600
2004,0,365,0,NA,2312600
2005,0,365,0,NA,2312600
2006,0,365,0,NA,2312600
2007,156,366,0.4262295081967213,8,2312600
2008,302,365,0.8273972602739726,64,2312600
2009,79,365,0.21643835616438356,1,2312600
2010,0,365,0,NA,2312600
2011,27,366,0.07377049180327869,340,2312600
2012,87,365,0.23835616438356164,1,2312600
2013,0,365,0,NA,2312600
2014,0,365,0,NA,2312600
2015,0,366,0,NA,2312600
2016,0,365,0,NA,2312600
2017,0,365,0,NA,2312600
1980,0,183,0,NA,2312720
1981,0,182,0,NA,2312720
1982,0,365,0,NA,2312720
1983,0,366,0,NA,2312720
1984,0,365,0,NA,2312720
1985,0,365,0,NA,2312720
1986,0,365,0,NA,2312720
1987,0,366,0,NA,2312720
1988,0,365,0,NA,2312720
1989,0,365,0,NA,2312720
1990,0,365,0,NA,2312720
1991,0,366,0,NA,2312720
1992,0,365,0,NA,2312720
1993,0,365,0,NA,2312720
1994,0,365,0,NA,2312720
1995,0,366,0,NA,2312720
1996,0,365,0,NA,2312720
1997,0,365,0,NA,2312720
1998,0,365,0,NA,2312720
1999,0,366,0,NA,2312720
2000,0,365,0,NA,2312720
2001,0,365,0,NA,2312720
2002,0,365,0,NA,2312720
2003,0,366,0,NA,2312720
2004,0,365,0,NA,2312720
2005,0,365,0,NA,2312720
2006,0,365,0,NA,2312720
2007,0,366,0,NA,2312720
2008,4,365,0.010958904109589041,61,2312720
2009,0,365,0,NA,2312720
2010,0,365,0,NA,2312720
2011,0,366,0,NA,2312720
2012,0,365,0,NA,2312720
2013,0,365,0,NA,2312720
2014,0,365,0,NA,2312720
2015,0,366,0,NA,2312720
2016,0,365,0,NA,2312720
2017,0,365,0,NA,2312720
1980,0,365,0,NA,2313230
1981,0,365,0,NA,2313230
1982,0,365,0,NA,2313230
1983,0,366,0,NA,2313230
1984,0,365,0,NA,2313230
1985,0,365,0,NA,2313230
1986,0,365,0,NA,2313230
1987,0,366,0,NA,2313230
1988,0,365,0,NA,2313230
1989,0,365,0,NA,2313230
1990,0,365,0,NA,2313230
1991,0,366,0,NA,2313230
1992,0,365,0,NA,2313230
1993,0,365,0,NA,2313230
1994,0,365,0,NA,2313230
1995,0,366,0,NA,2313230
1996,0,365,0,NA,2313230
1997,0,365,0,NA,2313230
1998,0,365,0,NA,2313230
1999,0,366,0,NA,2313230
2000,0,365,0,NA,2313230
2001,0,365,0,NA,2313230
2002,0,365,0,NA,2313230
2003,0,366,0,NA,2313230
2004,0,365,0,NA,2313230
2005,0,365,0,NA,2313230
2006,0,365,0,NA,2313230
2007,0,366,0,NA,2313230
2008,0,365,0,NA,2313230
2009,0,365,0,NA,2313230
2010,0,365,0,NA,2313230
2011,181,366,0.49453551912568305,184,2313230
2012,242,365,0.663013698630137,1,2313230
2013,328,365,0.8986301369863013,1,2313230
2014,125,352,0.35511363636363635,1,2313230
2015,207,366,0.5655737704918032,5,2313230
2016,267,362,0.7375690607734806,1,2313230
2017,242,365,0.663013698630137,1,2313230
1980,0,365,0,NA,2314500
1981,0,365,0,NA,2314500
1982,0,365,0,NA,2314500
1983,0,366,0,NA,2314500
1984,0,365,0,NA,2314500
1985,0,365,0,NA,2314500
1986,0,365,0,NA,2314500
1987,0,366,0,NA,2314500
1988,0,365,0,NA,2314500
1989,0,365,0,NA,2314500
1990,0,365,0,NA,2314500
1991,0,366,0,NA,2314500
1992,0,365,0,NA,2314500
1993,0,365,0,NA,2314500
1994,0,365,0,NA,2314500
1995,0,366,0,NA,2314500
1996,0,365,0,NA,2314500
1997,0,365,0,NA,2314500
1998,0,365,0,NA,2314500
1999,0,366,0,NA,2314500
2000,0,365,0,NA,2314500
2001,0,365,0,NA,2314500
2002,0,365,0,NA,2314500
2003,0,366,0,NA,2314500
2004,0,365,0,NA,2314500
2005,0,365,0,NA,2314500
2006,0,365,0,NA,2314500
2007,0,366,0,NA,2314500
2008,0,365,0,NA,2314500
2009,0,365,0,NA,2314500
2010,0,365,0,NA,2314500
2011,7,366,0.01912568306010929,81,2314500
2012,0,365,0,NA,2314500
2013,0,365,0,NA,2314500
2014,0,365,0,NA,2314500
2015,0,366,0,NA,2314500
2016,0,365,0,NA,2314500
2017,0,365,0,NA,2314500
1980,44,365,0.12054794520547946,158,2318700
1981,47,365,0.12876712328767123,104,2318700
1982,8,365,0.021917808219178082,210,2318700
1983,14,366,0.03825136612021858,220,2318700
1984,53,365,0.14520547945205478,224,2318700
1985,20,365,0.0547945205479452,69,2318700
1986,48,365,0.13150684931506848,47,2318700
1987,64,366,0.17486338797814208,188,2318700
1988,55,365,0.1506849315068493,78,2318700
1989,1,365,0.0027397260273972603,66,2318700
1990,207,365,0.5671232876712329,72,2318700
1991,90,366,0.2459016393442623,195,2318700
1992,0,365,0,NA,2318700
1993,91,365,0.2493150684931507,59,2318700
1994,0,365,0,NA,2318700
1995,17,366,0.04644808743169399,165,2318700
1996,50,365,0.136986301369863,55,2318700
1997,22,365,0.06027397260273973,168,2318700
1998,82,365,0.22465753424657534,62,2318700
1999,186,366,0.5081967213114754,34,2318700
2000,63,365,0.1726027397260274,69,2318700
