predictor,VarPrcIncMSE,metric,region_rf,kfold
storage_m,16.87713548019494,annualfractionnoflow,Western Desert,3
T_max_c_cy,21.483707658666237,annualfractionnoflow,Western Desert,3
T_max_c_cy.previous,18.591422140164,annualfractionnoflow,Western Desert,3
wuse_mm,16.450698595248976,annualfractionnoflow,Western Desert,3
depth_bedrock_m,13.877781343284486,annualfractionnoflow,Western Desert,4
lulc_barren_prc,18.634584492109568,annualfractionnoflow,Western Desert,4
lulc_forest_prc,24.1307818061737,annualfractionnoflow,Western Desert,4
lulc_grass_prc,23.550657081058787,annualfractionnoflow,Western Desert,4
lulc_water_prc,18.3033639998047,annualfractionnoflow,Western Desert,4
lulc_wetland_prc,12.58203857846702,annualfractionnoflow,Western Desert,4
p.pet_cy,11.197879958788794,annualfractionnoflow,Western Desert,4
p.pet_jas,14.66502643191112,annualfractionnoflow,Western Desert,4
p_mm_cy,14.291591697022204,annualfractionnoflow,Western Desert,4
p_mm_jas,14.982546287888917,annualfractionnoflow,Western Desert,4
permave,19.36994012789606,annualfractionnoflow,Western Desert,4
pet_mm_cy,21.552898504756268,annualfractionnoflow,Western Desert,4
porosity,22.83958644742049,annualfractionnoflow,Western Desert,4
slope_pct,27.417663732449114,annualfractionnoflow,Western Desert,4
storage_m,15.587788088100883,annualfractionnoflow,Western Desert,4
T_max_c_cy,21.20541847882723,annualfractionnoflow,Western Desert,4
T_max_c_cy.previous,19.28469046022046,annualfractionnoflow,Western Desert,4
wuse_mm,15.971044697427201,annualfractionnoflow,Western Desert,4
depth_bedrock_m,14.559766399949073,annualfractionnoflow,Western Desert,5
lulc_barren_prc,23.967065619329777,annualfractionnoflow,Western Desert,5
lulc_forest_prc,26.995398270297404,annualfractionnoflow,Western Desert,5
lulc_grass_prc,26.946097085412678,annualfractionnoflow,Western Desert,5
lulc_water_prc,17.360689573580473,annualfractionnoflow,Western Desert,5
lulc_wetland_prc,15.814517623876519,annualfractionnoflow,Western Desert,5
p.pet_cy,18.50486919744299,annualfractionnoflow,Western Desert,5
p.pet_jas,19.32417030519162,annualfractionnoflow,Western Desert,5
p_mm_cy,19.866855256605156,annualfractionnoflow,Western Desert,5
p_mm_jas,17.656980451313373,annualfractionnoflow,Western Desert,5
permave,15.306652113653016,annualfractionnoflow,Western Desert,5
pet_mm_cy,18.521260497921652,annualfractionnoflow,Western Desert,5
porosity,25.109087687484795,annualfractionnoflow,Western Desert,5
slope_pct,23.786306639984097,annualfractionnoflow,Western Desert,5
storage_m,19.568847186748446,annualfractionnoflow,Western Desert,5
T_max_c_cy,23.34449684535776,annualfractionnoflow,Western Desert,5
T_max_c_cy.previous,22.764873551838313,annualfractionnoflow,Western Desert,5
wuse_mm,20.770973810517603,annualfractionnoflow,Western Desert,5
drain_sqkm,33.5700928969793,annualfractionnoflow,Eastern Forests,1
irrig_prc,19.40074384268974,annualfractionnoflow,Eastern Forests,1
lulc_ag_prc,26.416129464271616,annualfractionnoflow,Eastern Forests,1
lulc_barren_prc,27.276882549154625,annualfractionnoflow,Eastern Forests,1
lulc_dev_prc,31.50391229962272,annualfractionnoflow,Eastern Forests,1
lulc_forest_prc,27.129030154828424,annualfractionnoflow,Eastern Forests,1
lulc_grass_prc,25.43031075491744,annualfractionnoflow,Eastern Forests,1
lulc_water_prc,26.554112484681443,annualfractionnoflow,Eastern Forests,1
lulc_wetland_prc,18.029506219653868,annualfractionnoflow,Eastern Forests,1
p.pet_cy,25.797577302702493,annualfractionnoflow,Eastern Forests,1
p.pet_jas,18.823029199295142,annualfractionnoflow,Eastern Forests,1
p_mm_jas,17.358983201091686,annualfractionnoflow,Eastern Forests,1
permave,22.316513518580972,annualfractionnoflow,Eastern Forests,1
pet_mm_amj,27.453580010772573,annualfractionnoflow,Eastern Forests,1
porosity,16.405738549327005,annualfractionnoflow,Eastern Forests,1
sandave,19.0791675903154,annualfractionnoflow,Eastern Forests,1
slope_pct,20.706268688068047,annualfractionnoflow,Eastern Forests,1
wuse_mm,27.198880911436138,annualfractionnoflow,Eastern Forests,1
drain_sqkm,34.78807657200648,annualfractionnoflow,Eastern Forests,2
irrig_prc,21.041482139118102,annualfractionnoflow,Eastern Forests,2
lulc_ag_prc,24.114981691640644,annualfractionnoflow,Eastern Forests,2
lulc_barren_prc,26.16462929923605,annualfractionnoflow,Eastern Forests,2
lulc_dev_prc,28.14381616664599,annualfractionnoflow,Eastern Forests,2
lulc_forest_prc,28.210180949860234,annualfractionnoflow,Eastern Forests,2
lulc_grass_prc,25.986912362676005,annualfractionnoflow,Eastern Forests,2
lulc_water_prc,25.01936314299979,annualfractionnoflow,Eastern Forests,2
lulc_wetland_prc,16.490252766473876,annualfractionnoflow,Eastern Forests,2
p.pet_cy,24.403532568804952,annualfractionnoflow,Eastern Forests,2
p.pet_jas,24.086356664694893,annualfractionnoflow,Eastern Forests,2
p_mm_jas,20.791980785062204,annualfractionnoflow,Eastern Forests,2
permave,23.85864607355834,annualfractionnoflow,Eastern Forests,2
pet_mm_amj,29.523255551766013,annualfractionnoflow,Eastern Forests,2
porosity,16.160352328872737,annualfractionnoflow,Eastern Forests,2
sandave,21.48567965677924,annualfractionnoflow,Eastern Forests,2
slope_pct,19.553974660056696,annualfractionnoflow,Eastern Forests,2
wuse_mm,27.521854159107153,annualfractionnoflow,Eastern Forests,2
drain_sqkm,31.51887494408028,annualfractionnoflow,Eastern Forests,3
irrig_prc,24.05865861894466,annualfractionnoflow,Eastern Forests,3
lulc_ag_prc,24.665092323625245,annualfractionnoflow,Eastern Forests,3
lulc_barren_prc,27.896813950795767,annualfractionnoflow,Eastern Forests,3
lulc_dev_prc,32.27510835267038,annualfractionnoflow,Eastern Forests,3
lulc_forest_prc,29.83060876999127,annualfractionnoflow,Eastern Forests,3
lulc_grass_prc,30.949041401910275,annualfractionnoflow,Eastern Forests,3
lulc_water_prc,21.408211320451148,annualfractionnoflow,Eastern Forests,3
lulc_wetland_prc,16.49910808658232,annualfractionnoflow,Eastern Forests,3
p.pet_cy,20.241934382920594,annualfractionnoflow,Eastern Forests,3
p.pet_jas,19.172123028257836,annualfractionnoflow,Eastern Forests,3
p_mm_jas,14.680675765924043,annualfractionnoflow,Eastern Forests,3
permave,18.367783961485667,annualfractionnoflow,Eastern Forests,3
pet_mm_amj,32.81443508813856,annualfractionnoflow,Eastern Forests,3
porosity,21.02677681392255,annualfractionnoflow,Eastern Forests,3
sandave,16.79361805678174,annualfractionnoflow,Eastern Forests,3
slope_pct,21.568429968404317,annualfractionnoflow,Eastern Forests,3
wuse_mm,30.09308445960973,annualfractionnoflow,Eastern Forests,3
drain_sqkm,30.931905315900583,annualfractionnoflow,Eastern Forests,4
irrig_prc,21.411289202365776,annualfractionnoflow,Eastern Forests,4
lulc_ag_prc,26.383150262840616,annualfractionnoflow,Eastern Forests,4
lulc_barren_prc,22.130144052858856,annualfractionnoflow,Eastern Forests,4
lulc_dev_prc,30.17960597188522,annualfractionnoflow,Eastern Forests,4
lulc_forest_prc,27.146368381216416,annualfractionnoflow,Eastern Forests,4
lulc_grass_prc,28.33597651309005,annualfractionnoflow,Eastern Forests,4
lulc_water_prc,19.844554193067445,annualfractionnoflow,Eastern Forests,4
lulc_wetland_prc,19.351661982145234,annualfractionnoflow,Eastern Forests,4
p.pet_cy,27.071337898865863,annualfractionnoflow,Eastern Forests,4
p.pet_jas,23.616287143050496,annualfractionnoflow,Eastern Forests,4
p_mm_jas,20.5856566037878,annualfractionnoflow,Eastern Forests,4
permave,27.85571181881175,annualfractionnoflow,Eastern Forests,4
pet_mm_amj,29.537250805747554,annualfractionnoflow,Eastern Forests,4
porosity,20.247888366922776,annualfractionnoflow,Eastern Forests,4
sandave,13.566824390051366,annualfractionnoflow,Eastern Forests,4
slope_pct,15.446079027820536,annualfractionnoflow,Eastern Forests,4
wuse_mm,25.630023642563245,annualfractionnoflow,Eastern Forests,4
drain_sqkm,31.47944986341882,annualfractionnoflow,Eastern Forests,5
irrig_prc,19.7422339952141,annualfractionnoflow,Eastern Forests,5
lulc_ag_prc,22.981630048991267,annualfractionnoflow,Eastern Forests,5
lulc_barren_prc,29.439743463659383,annualfractionnoflow,Eastern Forests,5
lulc_dev_prc,26.158498938928542,annualfractionnoflow,Eastern Forests,5
lulc_forest_prc,28.23569402610818,annualfractionnoflow,Eastern Forests,5
lulc_grass_prc,31.301540547049182,annualfractionnoflow,Eastern Forests,5
lulc_water_prc,21.584896477995184,annualfractionnoflow,Eastern Forests,5
lulc_wetland_prc,20.16490837750486,annualfractionnoflow,Eastern Forests,5
p.pet_cy,25.027533458690485,annualfractionnoflow,Eastern Forests,5
p.pet_jas,23.292468475731923,annualfractionnoflow,Eastern Forests,5
p_mm_jas,19.195418974370018,annualfractionnoflow,Eastern Forests,5
permave,26.992590777953964,annualfractionnoflow,Eastern Forests,5
pet_mm_amj,28.06024273914689,annualfractionnoflow,Eastern Forests,5
porosity,15.83532215829857,annualfractionnoflow,Eastern Forests,5
sandave,21.443580603730894,annualfractionnoflow,Eastern Forests,5
slope_pct,18.71820599709732,annualfractionnoflow,Eastern Forests,5
wuse_mm,28.600800561037325,annualfractionnoflow,Eastern Forests,5
clayave,18.401986832814867,annualfractionnoflow,Western Mountains,1
drain_sqkm,17.076282016120025,annualfractionnoflow,Western Mountains,1
elev_mean_m_basin,23.063558107811076,annualfractionnoflow,Western Mountains,1
irrig_prc,20.698913599564293,annualfractionnoflow,Western Mountains,1
lulc_ag_prc,17.20952497467901,annualfractionnoflow,Western Mountains,1
lulc_barren_prc,23.05100355002934,annualfractionnoflow,Western Mountains,1
lulc_dev_prc,26.74509561354951,annualfractionnoflow,Western Mountains,1
lulc_forest_prc,32.14246254595939,annualfractionnoflow,Western Mountains,1
lulc_grass_prc,22.897239443460673,annualfractionnoflow,Western Mountains,1
lulc_water_prc,25.629611057068566,annualfractionnoflow,Western Mountains,1
lulc_wetland_prc,24.68347751484785,annualfractionnoflow,Western Mountains,1
p.pet_cy.previous,32.15155596873138,annualfractionnoflow,Western Mountains,1
p_mm_cy.previous,29.476923902411237,annualfractionnoflow,Western Mountains,1
permave,18.19905257922682,annualfractionnoflow,Western Mountains,1
porosity,26.0139657063336,annualfractionnoflow,Western Mountains,1
siltave,17.615515343198364,annualfractionnoflow,Western Mountains,1
slope_pct,35.36492439060825,annualfractionnoflow,Western Mountains,1
wuse_mm,29.340098415213124,annualfractionnoflow,Western Mountains,1
clayave,16.564737050800616,annualfractionnoflow,Western Mountains,2
drain_sqkm,17.173104438960902,annualfractionnoflow,Western Mountains,2
elev_mean_m_basin,25.342139272996448,annualfractionnoflow,Western Mountains,2
irrig_prc,22.533881315987227,annualfractionnoflow,Western Mountains,2
lulc_ag_prc,19.086026310713333,annualfractionnoflow,Western Mountains,2
lulc_barren_prc,23.50187242626801,annualfractionnoflow,Western Mountains,2
lulc_dev_prc,22.214312854994304,annualfractionnoflow,Western Mountains,2
lulc_forest_prc,28.39056836734381,annualfractionnoflow,Western Mountains,2
lulc_grass_prc,16.90606716847015,annualfractionnoflow,Western Mountains,2
lulc_water_prc,28.7720195628905,annualfractionnoflow,Western Mountains,2
lulc_wetland_prc,24.28947041795924,annualfractionnoflow,Western Mountains,2
p.pet_cy.previous,33.22364723190285,annualfractionnoflow,Western Mountains,2
p_mm_cy.previous,27.39607797929897,annualfractionnoflow,Western Mountains,2
permave,23.218246037168615,annualfractionnoflow,Western Mountains,2
porosity,16.623831808723427,annualfractionnoflow,Western Mountains,2
siltave,20.276274153738132,annualfractionnoflow,Western Mountains,2
slope_pct,26.183517312801953,annualfractionnoflow,Western Mountains,2
wuse_mm,30.641756353311116,annualfractionnoflow,Western Mountains,2
clayave,17.71908853082609,annualfractionnoflow,Western Mountains,3
drain_sqkm,19.45416536604962,annualfractionnoflow,Western Mountains,3
elev_mean_m_basin,28.2827349010856,annualfractionnoflow,Western Mountains,3
irrig_prc,22.529294838530667,annualfractionnoflow,Western Mountains,3
lulc_ag_prc,25.538785869651523,annualfractionnoflow,Western Mountains,3
lulc_barren_prc,24.273272915510326,annualfractionnoflow,Western Mountains,3
lulc_dev_prc,30.26595738396544,annualfractionnoflow,Western Mountains,3
lulc_forest_prc,37.58537343634707,annualfractionnoflow,Western Mountains,3
lulc_grass_prc,27.410369123018903,annualfractionnoflow,Western Mountains,3
lulc_water_prc,24.66785367808317,annualfractionnoflow,Western Mountains,3
lulc_wetland_prc,27.834399096762304,annualfractionnoflow,Western Mountains,3
p.pet_cy.previous,31.992772477511473,annualfractionnoflow,Western Mountains,3
p_mm_cy.previous,23.105556288539223,annualfractionnoflow,Western Mountains,3
permave,28.158202373734827,annualfractionnoflow,Western Mountains,3
porosity,19.54091106600832,annualfractionnoflow,Western Mountains,3
siltave,20.599612417983852,annualfractionnoflow,Western Mountains,3
slope_pct,28.119173149084308,annualfractionnoflow,Western Mountains,3
wuse_mm,27.91316639577106,annualfractionnoflow,Western Mountains,3
clayave,17.307054220963217,annualfractionnoflow,Western Mountains,4
drain_sqkm,17.603503131238632,annualfractionnoflow,Western Mountains,4
elev_mean_m_basin,18.088138855762487,annualfractionnoflow,Western Mountains,4
irrig_prc,22.524065866625428,annualfractionnoflow,Western Mountains,4
lulc_ag_prc,21.243798149518753,annualfractionnoflow,Western Mountains,4
lulc_barren_prc,22.2918855989563,annualfractionnoflow,Western Mountains,4
lulc_dev_prc,21.942672882298933,annualfractionnoflow,Western Mountains,4
lulc_forest_prc,31.772466063921584,annualfractionnoflow,Western Mountains,4
lulc_grass_prc,30.82537359060717,annualfractionnoflow,Western Mountains,4
lulc_water_prc,21.54518672029693,annualfractionnoflow,Western Mountains,4
lulc_wetland_prc,19.575373174561246,annualfractionnoflow,Western Mountains,4
p.pet_cy.previous,34.43385637458561,annualfractionnoflow,Western Mountains,4
p_mm_cy.previous,29.38030944337729,annualfractionnoflow,Western Mountains,4
permave,22.471924918006156,annualfractionnoflow,Western Mountains,4
porosity,22.21458048174656,annualfractionnoflow,Western Mountains,4
siltave,14.087976399366555,annualfractionnoflow,Western Mountains,4
slope_pct,29.206848708550183,annualfractionnoflow,Western Mountains,4
wuse_mm,30.89408478630311,annualfractionnoflow,Western Mountains,4
clayave,19.275266076429137,annualfractionnoflow,Western Mountains,5
drain_sqkm,15.116147491722824,annualfractionnoflow,Western Mountains,5
elev_mean_m_basin,18.729379905525928,annualfractionnoflow,Western Mountains,5
irrig_prc,19.488703062284888,annualfractionnoflow,Western Mountains,5
lulc_ag_prc,22.210611829027204,annualfractionnoflow,Western Mountains,5
lulc_barren_prc,21.710666570333114,annualfractionnoflow,Western Mountains,5
lulc_dev_prc,27.39626048094963,annualfractionnoflow,Western Mountains,5
lulc_forest_prc,37.31453439422792,annualfractionnoflow,Western Mountains,5
lulc_grass_prc,26.064871907056446,annualfractionnoflow,Western Mountains,5
lulc_water_prc,24.068760850040288,annualfractionnoflow,Western Mountains,5
lulc_wetland_prc,20.79149449827383,annualfractionnoflow,Western Mountains,5
p.pet_cy.previous,36.733683112295054,annualfractionnoflow,Western Mountains,5
p_mm_cy.previous,32.01015675937355,annualfractionnoflow,Western Mountains,5
permave,25.864929695951204,annualfractionnoflow,Western Mountains,5
porosity,17.35506007675972,annualfractionnoflow,Western Mountains,5
siltave,22.178796155283564,annualfractionnoflow,Western Mountains,5
slope_pct,23.90822724071326,annualfractionnoflow,Western Mountains,5
wuse_mm,27.5748612240416,annualfractionnoflow,Western Mountains,5
drain_sqkm,43.87495533503108,zeroflowfirst,National,1
irrig_prc,36.55882281835076,zeroflowfirst,National,1
lulc_ag_prc,32.99414888385726,zeroflowfirst,National,1
lulc_barren_prc,44.979248449796515,zeroflowfirst,National,1
lulc_dev_prc,48.94878841622915,zeroflowfirst,National,1
lulc_forest_prc,44.215785027119686,zeroflowfirst,National,1
lulc_grass_prc,43.22858638141942,zeroflowfirst,National,1
lulc_water_prc,44.4309912270192,zeroflowfirst,National,1
maxstorage_af,35.69295781219056,zeroflowfirst,National,1
normstorage_af,37.65480917326614,zeroflowfirst,National,1
p.pet_amj,41.22978989883205,zeroflowfirst,National,1
p.pet_cy.previous,58.341370258817626,zeroflowfirst,National,1
p.pet_jfm.previous,57.71528707550085,zeroflowfirst,National,1
permave,47.7349739571861,zeroflowfirst,National,1
porosity,46.7713873374619,zeroflowfirst,National,1
siltave,36.48654712813634,zeroflowfirst,National,1
storage_m,47.88906729854324,zeroflowfirst,National,1
wuse_mm,43.468469749466266,zeroflowfirst,National,1
drain_sqkm,44.82240460636514,zeroflowfirst,National,2
irrig_prc,38.59122046953694,zeroflowfirst,National,2
lulc_ag_prc,34.264926323100724,zeroflowfirst,National,2
lulc_barren_prc,46.130576138680254,zeroflowfirst,National,2
lulc_dev_prc,41.456505569426945,zeroflowfirst,National,2
lulc_forest_prc,41.355097601531504,zeroflowfirst,National,2
lulc_grass_prc,42.02992253558694,zeroflowfirst,National,2
lulc_water_prc,46.62385130519614,zeroflowfirst,National,2
maxstorage_af,35.29584486477455,zeroflowfirst,National,2
normstorage_af,31.89557403864899,zeroflowfirst,National,2
p.pet_amj,44.356657848441735,zeroflowfirst,National,2
p.pet_cy.previous,61.24383148607091,zeroflowfirst,National,2
p.pet_jfm.previous,54.66530991716978,zeroflowfirst,National,2
permave,46.96509323413852,zeroflowfirst,National,2
porosity,43.81367628908839,zeroflowfirst,National,2
siltave,38.27171652015493,zeroflowfirst,National,2
storage_m,47.93118477902044,zeroflowfirst,National,2
wuse_mm,46.868757644725925,zeroflowfirst,National,2
drain_sqkm,48.24159199020935,zeroflowfirst,National,3
irrig_prc,43.04138644931189,zeroflowfirst,National,3
lulc_ag_prc,40.597647826355455,zeroflowfirst,National,3
lulc_barren_prc,48.14948500543626,zeroflowfirst,National,3
lulc_dev_prc,46.82509359946695,zeroflowfirst,National,3
lulc_forest_prc,42.307433261619956,zeroflowfirst,National,3
lulc_grass_prc,34.34869547576801,zeroflowfirst,National,3
lulc_water_prc,41.06316618642287,zeroflowfirst,National,3
maxstorage_af,35.50904725101895,zeroflowfirst,National,3
normstorage_af,30.35299410119959,zeroflowfirst,National,3
p.pet_amj,43.14132803624651,zeroflowfirst,National,3
p.pet_cy.previous,63.58563389715093,zeroflowfirst,National,3
p.pet_jfm.previous,47.330041050092724,zeroflowfirst,National,3
permave,51.23415936156198,zeroflowfirst,National,3
porosity,44.90898270743588,zeroflowfirst,National,3
siltave,37.88288145682198,zeroflowfirst,National,3
storage_m,45.55776187293153,zeroflowfirst,National,3
wuse_mm,43.514886323680756,zeroflowfirst,National,3
drain_sqkm,45.14967072913132,zeroflowfirst,National,4
irrig_prc,40.41599198652013,zeroflowfirst,National,4
lulc_ag_prc,34.90077153540312,zeroflowfirst,National,4
lulc_barren_prc,45.84268390312389,zeroflowfirst,National,4
lulc_dev_prc,43.82136708994459,zeroflowfirst,National,4
lulc_forest_prc,47.82423625231819,zeroflowfirst,National,4
lulc_grass_prc,40.49622478714146,zeroflowfirst,National,4
lulc_water_prc,35.37157314172666,zeroflowfirst,National,4
maxstorage_af,37.48284036058585,zeroflowfirst,National,4
normstorage_af,33.83388029199615,zeroflowfirst,National,4
p.pet_amj,38.53362389890139,zeroflowfirst,National,4
p.pet_cy.previous,48.45496191350093,zeroflowfirst,National,4
p.pet_jfm.previous,51.35033120707021,zeroflowfirst,National,4
permave,48.41053667040056,zeroflowfirst,National,4
porosity,40.40957017827406,zeroflowfirst,National,4
siltave,36.23546268429709,zeroflowfirst,National,4
storage_m,44.3697172421651,zeroflowfirst,National,4
wuse_mm,45.429699003248444,zeroflowfirst,National,4
drain_sqkm,43.46797484004216,zeroflowfirst,National,5
irrig_prc,41.6891273124086,zeroflowfirst,National,5
lulc_ag_prc,39.52077847736336,zeroflowfirst,National,5
lulc_barren_prc,45.521740700783816,zeroflowfirst,National,5
lulc_dev_prc,43.79899887085535,zeroflowfirst,National,5
lulc_forest_prc,45.06169437249252,zeroflowfirst,National,5
lulc_grass_prc,40.87447555229697,zeroflowfirst,National,5
lulc_water_prc,45.34729530323328,zeroflowfirst,National,5
maxstorage_af,36.13757516053083,zeroflowfirst,National,5
normstorage_af,36.22016890726474,zeroflowfirst,National,5
p.pet_amj,45.32490182408473,zeroflowfirst,National,5
p.pet_cy.previous,62.9421854875561,zeroflowfirst,National,5
p.pet_jfm.previous,49.49368056617169,zeroflowfirst,National,5
permave,49.83116805429943,zeroflowfirst,National,5
porosity,41.068695186678276,zeroflowfirst,National,5
siltave,41.145988747266294,zeroflowfirst,National,5
storage_m,45.816089705998756,zeroflowfirst,National,5
wuse_mm,48.92641954012549,zeroflowfirst,National,5
clayave,11.474987039899167,zeroflowfirst,North Great Plains,1
drain_sqkm,16.25531308316219,zeroflowfirst,North Great Plains,1
lulc_ag_prc,17.678647815965842,zeroflowfirst,North Great Plains,1
lulc_barren_prc,14.814218446492458,zeroflowfirst,North Great Plains,1
lulc_forest_prc,20.08968055828481,zeroflowfirst,North Great Plains,1
lulc_grass_prc,17.884289530753083,zeroflowfirst,North Great Plains,1
lulc_water_prc,12.100589059958994,zeroflowfirst,North Great Plains,1
p.pet_cy.previous,21.32104935609715,zeroflowfirst,North Great Plains,1
p.pet_jfm.previous,14.726995612967649,zeroflowfirst,North Great Plains,1
p.pet_ond,12.177960094842314,zeroflowfirst,North Great Plains,1
p.pet_ond.previous,10.666743845540605,zeroflowfirst,North Great Plains,1
p_mm_ond,8.612990593949295,zeroflowfirst,North Great Plains,1
permave,18.489756008801493,zeroflowfirst,North Great Plains,1
pet_mm_cy.previous,21.9771212504501,zeroflowfirst,North Great Plains,1
pet_mm_ond.previous,15.40569026521065,zeroflowfirst,North Great Plains,1
sandave,13.584834068687462,zeroflowfirst,North Great Plains,1
siltave,29.019367690482056,zeroflowfirst,North Great Plains,1
T_max_c_cy.previous,14.319644509167052,zeroflowfirst,North Great Plains,1
clayave,16.420246793524615,zeroflowfirst,North Great Plains,2
drain_sqkm,15.830937348123896,zeroflowfirst,North Great Plains,2
lulc_ag_prc,16.381892425635083,zeroflowfirst,North Great Plains,2
lulc_barren_prc,14.212908331655587,zeroflowfirst,North Great Plains,2
lulc_forest_prc,18.86367692761219,zeroflowfirst,North Great Plains,2
lulc_grass_prc,20.558809569269222,zeroflowfirst,North Great Plains,2
lulc_water_prc,13.819279101602367,zeroflowfirst,North Great Plains,2
p.pet_cy.previous,17.06529580224769,zeroflowfirst,North Great Plains,2
p.pet_jfm.previous,11.86105906491472,zeroflowfirst,North Great Plains,2
p.pet_ond,13.844210156983989,zeroflowfirst,North Great Plains,2
p.pet_ond.previous,13.4333943360439,zeroflowfirst,North Great Plains,2
p_mm_ond,11.688365683052115,zeroflowfirst,North Great Plains,2
permave,19.442781004219455,zeroflowfirst,North Great Plains,2
pet_mm_cy.previous,21.01664444923403,zeroflowfirst,North Great Plains,2
pet_mm_ond.previous,15.604333652810118,zeroflowfirst,North Great Plains,2
sandave,15.516823642525775,zeroflowfirst,North Great Plains,2
siltave,22.845273662860993,zeroflowfirst,North Great Plains,2
T_max_c_cy.previous,13.543279820079091,zeroflowfirst,North Great Plains,2
clayave,14.022517819451725,zeroflowfirst,North Great Plains,3
drain_sqkm,16.340469398614328,zeroflowfirst,North Great Plains,3
lulc_ag_prc,19.24958889461627,zeroflowfirst,North Great Plains,3
lulc_barren_prc,15.742954555295947,zeroflowfirst,North Great Plains,3
lulc_forest_prc,25.42564329496162,zeroflowfirst,North Great Plains,3
lulc_grass_prc,17.205792804192335,zeroflowfirst,North Great Plains,3
lulc_water_prc,14.388674177197094,zeroflowfirst,North Great Plains,3
p.pet_cy.previous,16.09847091915969,zeroflowfirst,North Great Plains,3
p.pet_jfm.previous,10.726884073362555,zeroflowfirst,North Great Plains,3
p.pet_ond,14.925753142190677,zeroflowfirst,North Great Plains,3
p.pet_ond.previous,13.914045530987423,zeroflowfirst,North Great Plains,3
p_mm_ond,14.510072858186938,zeroflowfirst,North Great Plains,3
permave,21.654934103523217,zeroflowfirst,North Great Plains,3
pet_mm_cy.previous,22.5374161684548,zeroflowfirst,North Great Plains,3
pet_mm_ond.previous,15.207278521988837,zeroflowfirst,North Great Plains,3
sandave,14.310704569429667,zeroflowfirst,North Great Plains,3
siltave,23.3474433004312,zeroflowfirst,North Great Plains,3
T_max_c_cy.previous,15.74384606797373,zeroflowfirst,North Great Plains,3
clayave,16.16290039480008,zeroflowfirst,North Great Plains,4
drain_sqkm,18.023498620033067,zeroflowfirst,North Great Plains,4
lulc_ag_prc,17.355624921672405,zeroflowfirst,North Great Plains,4
lulc_barren_prc,15.016196928443952,zeroflowfirst,North Great Plains,4
lulc_forest_prc,17.680685597683606,zeroflowfirst,North Great Plains,4
lulc_grass_prc,13.170768729209154,zeroflowfirst,North Great Plains,4
lulc_water_prc,14.023104505226284,zeroflowfirst,North Great Plains,4
p.pet_cy.previous,18.03819838962219,zeroflowfirst,North Great Plains,4
p.pet_jfm.previous,12.427128462042896,zeroflowfirst,North Great Plains,4
p.pet_ond,9.654964732243219,zeroflowfirst,North Great Plains,4
p.pet_ond.previous,15.650853378746005,zeroflowfirst,North Great Plains,4
p_mm_ond,8.232186383972305,zeroflowfirst,North Great Plains,4
permave,14.993598111548078,zeroflowfirst,North Great Plains,4
pet_mm_cy.previous,19.582602616138328,zeroflowfirst,North Great Plains,4
pet_mm_ond.previous,19.32305119210701,zeroflowfirst,North Great Plains,4
sandave,13.963163850661719,zeroflowfirst,North Great Plains,4
siltave,20.78661515111402,zeroflowfirst,North Great Plains,4
T_max_c_cy.previous,14.245559135210195,zeroflowfirst,North Great Plains,4
clayave,14.891435696593335,zeroflowfirst,North Great Plains,5
drain_sqkm,9.828054511103517,zeroflowfirst,North Great Plains,5
lulc_ag_prc,17.93341787317424,zeroflowfirst,North Great Plains,5
lulc_barren_prc,16.90879443398901,zeroflowfirst,North Great Plains,5
lulc_forest_prc,22.78969621420434,zeroflowfirst,North Great Plains,5
lulc_grass_prc,16.24085900825436,zeroflowfirst,North Great Plains,5
lulc_water_prc,22.3114570145862,zeroflowfirst,North Great Plains,5
p.pet_cy.previous,19.092028839898827,zeroflowfirst,North Great Plains,5
p.pet_jfm.previous,9.80011783533117,zeroflowfirst,North Great Plains,5
p.pet_ond,14.65777767687519,zeroflowfirst,North Great Plains,5
p.pet_ond.previous,14.855651134491028,zeroflowfirst,North Great Plains,5
p_mm_ond,15.858521352864942,zeroflowfirst,North Great Plains,5
permave,20.297187894485653,zeroflowfirst,North Great Plains,5
pet_mm_cy.previous,20.339799816996354,zeroflowfirst,North Great Plains,5
pet_mm_ond.previous,15.499349985861597,zeroflowfirst,North Great Plains,5
sandave,11.86846616891001,zeroflowfirst,North Great Plains,5
siltave,21.682590717197463,zeroflowfirst,North Great Plains,5
T_max_c_cy.previous,16.670901864295153,zeroflowfirst,North Great Plains,5
depth_bedrock_m,25.867508882566145,zeroflowfirst,Mediterranean California,1
drain_sqkm,21.767440032345192,zeroflowfirst,Mediterranean California,1
irrig_prc,31.032522761101465,zeroflowfirst,Mediterranean California,1
lulc_ag_prc,24.951617573738524,zeroflowfirst,Mediterranean California,1
lulc_barren_prc,21.656894972125027,zeroflowfirst,Mediterranean California,1
lulc_dev_prc,26.395310244121255,zeroflowfirst,Mediterranean California,1
lulc_forest_prc,25.91447009506697,zeroflowfirst,Mediterranean California,1
lulc_water_prc,27.74813704419675,zeroflowfirst,Mediterranean California,1
maxstorage_af,21.251658771283115,zeroflowfirst,Mediterranean California,1
normstorage_af,21.141339076769842,zeroflowfirst,Mediterranean California,1
p.pet_cy.previous,32.59461759873627,zeroflowfirst,Mediterranean California,1
p_mm_cy.previous,32.54146676086854,zeroflowfirst,Mediterranean California,1
porosity,21.540086111451444,zeroflowfirst,Mediterranean California,1
